"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","logFC","sig"
"ENSSSCG00000000028",88.1718166269831,-0.259886393109562,0.150892044038612,-1.72233330634091,0.085009157586429,0.179152361003109,-0.259886393109562,"not"
"ENSSSCG00000000029",1027.33692961023,-0.340006321667593,0.237355482604146,-1.43247721913652,0.152007293179433,0.272279224268262,-0.340006321667593,"not"
"ENSSSCG00000000031",990.951183079853,0.261895661839998,0.0984641849694589,2.65980632370269,0.0078185596497482,0.0348001530552495,0.261895661839998,"not"
"ENSSSCG00000000033",232.993301859465,-0.0129240743507635,0.184152310974629,-0.0701814399306891,0.944049246685184,0.964427005018598,-0.0129240743507635,"not"
"ENSSSCG00000000034",11555.6827521342,-0.157065335290577,0.0759013204406461,-2.06933600599742,0.0385145671001918,0.102577641858479,-0.157065335290577,"not"
"ENSSSCG00000000035",2931.21881300205,0.129172031367588,0.0501967238016359,2.5733159773144,0.0100729198094149,0.0408931997525941,0.129172031367588,"not"
"ENSSSCG00000000036",1972.82631897473,-0.0669677796194418,0.0811309402802187,-0.825428367872249,0.409128435047428,0.551065804772342,-0.0669677796194418,"not"
"ENSSSCG00000000037",1084.08452616648,-0.0785453199422843,0.0400389038707548,-1.96172503113042,0.0497945059688671,0.122512352977228,-0.0785453199422843,"not"
"ENSSSCG00000000038",4904.56916035506,-0.134093124714828,0.0802813932689997,-1.67028895805932,0.0948622067745152,0.194327023172922,-0.134093124714828,"not"
"ENSSSCG00000000039",4252.63494656921,0.0252795474752243,0.027790255466367,0.909655094960131,0.363004432997387,0.50665881887865,0.0252795474752243,"not"
"ENSSSCG00000000040",12045.3518267597,-0.0445647403646829,0.0678511382139134,-0.656801662253391,0.511308455266833,0.643154281168253,-0.0445647403646829,"not"
"ENSSSCG00000000045",1894.76378344499,0.271740009602098,0.0990080748546179,2.74462471875266,0.00605801303155738,0.0293285338196459,0.271740009602098,"not"
"ENSSSCG00000000046",45.749561035385,1.7438447491359,0.344836907782099,5.05701306844401,4.25874064973591e-07,4.46583235191914e-05,1.7438447491359,"not"
"ENSSSCG00000000050",1069.38299271653,0.0441535742914934,0.0850918103384187,0.518893347266795,0.603835117294288,0.721687322844871,0.0441535742914934,"not"
"ENSSSCG00000000058",10106.4750458595,0.0170762685336586,0.0700661016231218,0.243716549630663,0.807450355046803,0.874787865242144,0.0170762685336586,"not"
"ENSSSCG00000000059",1264.91777700516,0.268478908151961,0.0674419709417156,3.98088763425946,6.86584014176342e-05,0.00163374713954519,0.268478908151961,"not"
"ENSSSCG00000000061",1369.35804312182,0.0668065290915271,0.0623197141640862,1.07199671865675,0.283721505979749,0.424906920744805,0.0668065290915271,"not"
"ENSSSCG00000000062",3942.24411181106,-0.581289912675133,0.172980400584379,-3.36043800749312,0.000778189925340374,0.0078032994763506,-0.581289912675133,"not"
"ENSSSCG00000000063",562.117155977153,-0.0269521253062207,0.0529510183877089,-0.509001075463298,0.610751470278749,0.727561887079036,-0.0269521253062207,"not"
"ENSSSCG00000000064",23822.6412378059,-0.0584654661850495,0.0538232000936627,-1.08625028023805,0.277368277616534,0.418596241753332,-0.0584654661850495,"not"
"ENSSSCG00000000066",2060.77113371561,0.0865411412012198,0.0414092003828989,2.08990128766069,0.0366266679025587,0.09898861043758,0.0865411412012198,"not"
"ENSSSCG00000000067",479.609646405819,0.155101047325146,0.12540160767753,1.23683460043023,0.21614849372908,0.350681204711231,0.155101047325146,"not"
"ENSSSCG00000000068",3705.76577324475,-0.0722492237149926,0.065834533962963,-1.0974365483568,0.272450603915938,0.413676296598578,-0.0722492237149926,"not"
"ENSSSCG00000000071",11324.4105251165,0.100784204539699,0.0545953787767838,1.84602079512556,0.064889186056076,0.148154561133298,0.100784204539699,"not"
"ENSSSCG00000000072",1899.13199161405,0.440221987593896,0.101411760221484,4.34093626451654,1.41876876040669e-05,0.000547180913268389,0.440221987593896,"not"
"ENSSSCG00000000074",1185.6698924795,0.843811226338192,0.17445976933291,4.83670951512039,1.32006122186818e-06,9.85072662495491e-05,0.843811226338192,"not"
"ENSSSCG00000000075",765.045640242542,-0.219771454192488,0.0983822292098882,-2.23385316593741,0.0254927359993745,0.0770400181529412,-0.219771454192488,"not"
"ENSSSCG00000000076",2770.90165901765,-0.152385893681702,0.0718984726476009,-2.11945939976497,0.0340516614424253,0.0940173417998209,-0.152385893681702,"not"
"ENSSSCG00000000077",708.105461837533,0.157032978460553,0.0481809486850271,3.25923384130776,0.00111713547162557,0.0097926551810264,0.157032978460553,"not"
"ENSSSCG00000000078",674.497009429009,0.107677321824809,0.09892343618186,1.08849152416072,0.276378176318253,0.417580046517176,0.107677321824809,"not"
"ENSSSCG00000000082",2329.32818248858,-0.229660117208738,0.172527004607797,-1.33115460811958,0.183138143701223,0.31096077654169,-0.229660117208738,"not"
"ENSSSCG00000000087",2911.05082612134,-0.164657582901158,0.0590829505508383,-2.78688828783995,0.00532168209406351,0.0269596045207309,-0.164657582901158,"not"
"ENSSSCG00000000091",61.4354159910315,0.222361892806164,0.118163565134691,1.88181435244189,0.0598612264092856,0.140042799141233,0.222361892806164,"not"
"ENSSSCG00000000092",39316.7586597581,-0.64893693733757,0.222040475979947,-2.92260649538589,0.00347114894714149,0.0203231485887012,-0.64893693733757,"not"
"ENSSSCG00000000093",804.09228748146,0.312237444536605,0.0905546980738295,3.44805350995745,0.000564642161737639,0.0064851126598911,0.312237444536605,"not"
"ENSSSCG00000000094",2604.34397346528,-0.144663711287286,0.0806716489206694,-1.79324103601186,0.0729343910959318,0.160295804211388,-0.144663711287286,"not"
"ENSSSCG00000000095",2650.2379582223,-0.107344217056444,0.0481171726538849,-2.23089203159523,0.0256882816952218,0.0775141605262625,-0.107344217056444,"not"
"ENSSSCG00000000097",2009.8142193138,0.177389512523999,0.0570173274916993,3.11115094880278,0.00186359649380222,0.0136154563508938,0.177389512523999,"not"
"ENSSSCG00000000104",11679.1120093103,0.00786176682664569,0.0605643831059423,0.129808419131315,0.896718001774597,0.935249536531992,0.00786176682664569,"not"
"ENSSSCG00000000105",102.239986988901,-0.177167805593119,0.160356716703471,-1.10483557680178,0.269230841676021,0.410368575323017,-0.177167805593119,"not"
"ENSSSCG00000000106",3825.25214490093,0.184925786784297,0.100524128349369,1.83961591929046,0.0658246455279964,0.149507700739903,0.184925786784297,"not"
"ENSSSCG00000000107",3469.2639265498,-0.0956832056554159,0.0505940408032549,-1.89119517113684,0.0585982957226903,0.137932960178234,-0.0956832056554159,"not"
"ENSSSCG00000000108",4391.49212358839,-0.214301889403282,0.0838215154886588,-2.55664536907922,0.0105686901439406,0.0422006754521774,-0.214301889403282,"not"
"ENSSSCG00000000110",1698.73333802383,0.503800831433355,0.123547819902704,4.07778001934882,4.54677541119504e-05,0.00122808863126622,0.503800831433355,"not"
"ENSSSCG00000000111",387.609461576175,-0.402223320456053,0.118809326863703,-3.38545239733141,0.000710610334576859,0.00737930887246028,-0.402223320456053,"not"
"ENSSSCG00000000114",2021.27441971499,-0.0235875390738532,0.054145603566904,-0.435631658343372,0.663103997556279,0.767221220557586,-0.0235875390738532,"not"
"ENSSSCG00000000116",1920.11952586588,0.194071123396647,0.0749930881460959,2.58785347015677,0.00965760532453205,0.039903842345298,0.194071123396647,"not"
"ENSSSCG00000000117",110.623400554736,0.461447273367777,0.181413186513661,2.54362586444634,0.0109708523686107,0.0431518400102943,0.461447273367777,"not"
"ENSSSCG00000000118",2156.5018127743,-0.305480382722896,0.130677800413309,-2.33766088621571,0.019404846733912,0.0638366538853567,-0.305480382722896,"not"
"ENSSSCG00000000119",5565.72765755296,0.176658129055803,0.0615582018145538,2.86977403251628,0.00410765230486589,0.0226471386870338,0.176658129055803,"not"
"ENSSSCG00000000120",543.830684953787,-0.0405748204019183,0.0429112128833798,-0.945552867782805,0.344376693600468,0.487702327842343,-0.0405748204019183,"not"
"ENSSSCG00000000121",28.1333145668404,-0.135002061536541,0.188163411430885,-0.717472437972506,0.473082637115847,0.609796563821535,-0.135002061536541,"not"
"ENSSSCG00000000130",653.805762028762,0.0919866978782578,0.111834018474485,0.822528771951843,0.410776018405036,0.552568998012107,0.0919866978782578,"not"
"ENSSSCG00000000131",3361.30142655171,-0.223631559090429,0.111680808172693,-2.00241709161547,0.0452398917755839,0.114628683456644,-0.223631559090429,"not"
"ENSSSCG00000000133",2229.16516918145,0.050932425657894,0.105129791247354,0.484471861435149,0.62805102945981,0.741351583038051,0.050932425657894,"not"
"ENSSSCG00000000135",3555.6471337788,0.514053982095917,0.139141363348646,3.69447279891783,0.000220343478573176,0.00352813450122558,0.514053982095917,"not"
"ENSSSCG00000000136",700.114071516975,0.0494557294156027,0.115754453476167,0.427246882780069,0.669199516913331,0.772197716438254,0.0494557294156027,"not"
"ENSSSCG00000000137",404.845215015289,-0.0224739499107262,0.0868698184289595,-0.258708379010887,0.795860254099436,0.867208769136875,-0.0224739499107262,"not"
"ENSSSCG00000000138",1177.78513544403,-0.886118684501328,0.363855270482518,-2.43536031050539,0.0148769675367944,0.0531476435449409,-0.886118684501328,"not"
"ENSSSCG00000000139",287.070180475377,0.313836125502184,0.103186063245023,3.04145846476336,0.00235435045291782,0.0159165141411872,0.313836125502184,"not"
"ENSSSCG00000000141",4201.85769712288,0.0664619100905189,0.0369760283623323,1.79743236453767,0.0722670065741238,0.159265364488357,0.0664619100905189,"not"
"ENSSSCG00000000142",1478.80367518404,0.00218190459332237,0.0627171899645102,0.0347895783366099,0.972247530885104,0.982907333681198,0.00218190459332237,"not"
"ENSSSCG00000000144",2182.88893048081,0.0506527918498052,0.0575771895960779,0.879737135576613,0.379001727026729,0.522487000207669,0.0506527918498052,"not"
"ENSSSCG00000000145",7745.25949372286,-0.179791119330341,0.0707285132865048,-2.54198923427175,0.0110223568476815,0.0432786257706292,-0.179791119330341,"not"
"ENSSSCG00000000146",3468.42855440245,-1.39739658283897,0.246422776835796,-5.67072817205579,1.4219185404821e-08,4.14786564790815e-06,-1.39739658283897,"not"
"ENSSSCG00000000148",37.2697949600176,0.159301090295974,0.171373282145653,0.92955616127245,0.352600934342167,0.496021866776478,0.159301090295974,"not"
"ENSSSCG00000000152",5538.8611851716,-0.149238411842799,0.104869426242554,-1.42308790264212,0.154710674800155,0.27582821052269,-0.149238411842799,"not"
"ENSSSCG00000000156",1500.42844176576,-0.0199371522690199,0.0405222944699753,-0.49200452565173,0.622716144225067,0.737316145287667,-0.0199371522690199,"not"
"ENSSSCG00000000157",106.067571609522,-0.0512504663644883,0.0904929301422932,-0.566347738811208,0.571157413944155,0.694689408298548,-0.0512504663644883,"not"
"ENSSSCG00000000158",2186.51595489785,0.0811131080488087,0.0448526003907872,1.80843713278817,0.0705384930475707,0.156639388575118,0.0811131080488087,"not"
"ENSSSCG00000000160",864.533440901825,-0.029772817233855,0.0413594073441392,-0.719855992764218,0.471613665773116,0.608734485411413,-0.029772817233855,"not"
"ENSSSCG00000000161",1746.87073063013,0.118694918502785,0.060753654169804,1.95370830157865,0.0507357239780561,0.124010352758064,0.118694918502785,"not"
"ENSSSCG00000000162",1296.05865377456,-0.620314862530037,0.199471107215189,-3.10979806143474,0.00187215289656693,0.013655242740403,-0.620314862530037,"not"
"ENSSSCG00000000164",634.200495188692,-0.00608660246703237,0.0623284972254063,-0.0976536053006481,0.922207357004944,0.949916206714646,-0.00608660246703237,"not"
"ENSSSCG00000000167",2257.83967255605,1.00694319437231,0.189641282523676,5.30972571463492,1.09790337471567e-07,1.63181130306025e-05,1.00694319437231,"not"
"ENSSSCG00000000171",346.614448737796,-0.316078343935063,0.109796320694271,-2.87876990719193,0.00399229493942665,0.0222317759497738,-0.316078343935063,"not"
"ENSSSCG00000000175",1886.43616820062,-0.501849027653193,0.166125731680486,-3.02089882510443,0.00252025557244232,0.0166536163114763,-0.501849027653193,"not"
"ENSSSCG00000000176",2500.8888379625,0.00464791057294858,0.0317374682683767,0.146448687514869,0.883567194511648,0.926686090488946,0.00464791057294858,"not"
"ENSSSCG00000000179",152.073013335345,0.288315813309093,0.131446546019553,2.19340729779392,0.0282780470011116,0.082911729913347,0.288315813309093,"not"
"ENSSSCG00000000182",104.946212899321,-0.178698382127009,0.128544576815423,-1.39016663755176,0.164478281789697,0.287972919401228,-0.178698382127009,"not"
"ENSSSCG00000000183",65.519020107305,-0.670952515940322,0.336540544817517,-1.99367513446005,0.0461875684796653,0.116249933778621,-0.670952515940322,"not"
"ENSSSCG00000000184",36395.7615048428,0.275616792539059,0.123354416467382,2.23434880105765,0.0254601316695159,0.0769704828539124,0.275616792539059,"not"
"ENSSSCG00000000185",1361.60930810411,-0.0549619010606542,0.0369599402360937,-1.48706682720716,0.136997161847626,0.252438551129357,-0.0549619010606542,"not"
"ENSSSCG00000000186",22.0184269906941,-0.42282746805414,0.244506875507206,-1.72930706826557,0.0837541522720746,0.177182439221145,-0.42282746805414,"not"
"ENSSSCG00000000188",22.3563874054415,0.134551230030595,0.272315288209493,0.494100903828375,0.621234919597079,0.736013369518205,0.134551230030595,"not"
"ENSSSCG00000000189",255.474016479479,-0.00731067632431854,0.0895727949253001,-0.0816171509487377,0.9349511623122,0.958640500718963,-0.00731067632431854,"not"
"ENSSSCG00000000190",81291.1735225781,-0.0639543042389478,0.0833980994883446,-0.766855655360418,0.443167341636386,0.583040330398867,-0.0639543042389478,"not"
"ENSSSCG00000000194",1061.46781544179,0.154074583905409,0.118925454558168,1.29555598065887,0.195128503030466,0.325643098440139,0.154074583905409,"not"
"ENSSSCG00000000195",25.7907706550469,-0.411662275865134,0.21809551695836,-1.88753203920157,0.0590888012012649,0.138677977498779,-0.411662275865134,"not"
"ENSSSCG00000000199",703.881078332589,-0.417668878204969,0.140251377132282,-2.97800197577405,0.00290134114395142,0.0183336421085296,-0.417668878204969,"not"
"ENSSSCG00000000202",1732.09168422327,0.0160254721878983,0.043100881093375,0.371813099439436,0.710032009874409,0.803748540728296,0.0160254721878983,"not"
"ENSSSCG00000000203",7809.26546875916,-0.53264984922839,0.155178954560642,-3.4324876768018,0.000598071060741722,0.00666719224992928,-0.53264984922839,"not"
"ENSSSCG00000000204",1214.84277419648,-0.167438750714435,0.0859994361775457,-1.94697498212382,0.0515377340910842,0.125359521794626,-0.167438750714435,"not"
"ENSSSCG00000000205",150.926789175767,-0.529685594359907,0.157989084072924,-3.35267210053206,0.000800354650319465,0.00793146953148996,-0.529685594359907,"not"
"ENSSSCG00000000206",49337.1403946783,-0.115386735691989,0.0703074331818366,-1.64117406183161,0.100761288361017,0.202608611412979,-0.115386735691989,"not"
"ENSSSCG00000000207",54.7526547059624,0.308426171129788,0.139558717337142,2.21001007328478,0.0271044631957411,0.0805154614909221,0.308426171129788,"not"
"ENSSSCG00000000209",1000.81003435151,-0.132752606771108,0.0906649528774095,-1.46421083955789,0.143136349429896,0.260750811915912,-0.132752606771108,"not"
"ENSSSCG00000000211",73.9419604340294,-0.198586944545888,0.125756354975267,-1.57914043059649,0.114303849830181,0.221520300269626,-0.198586944545888,"not"
"ENSSSCG00000000214",1172.9815460855,0.3650834024958,0.128654922697166,2.83769477950836,0.00454406121534989,0.0242612040396252,0.3650834024958,"not"
"ENSSSCG00000000215",2469.55497275455,0.141650569724035,0.0553179412322055,2.56066235598746,0.0104472835785554,0.0419145330668525,0.141650569724035,"not"
"ENSSSCG00000000216",2721.57284601238,0.501138382258082,0.123276035874126,4.06517275401184,4.79968967365069e-05,0.00127283010122399,0.501138382258082,"not"
"ENSSSCG00000000217",400.248221194114,0.14607892935885,0.0782821157283886,1.86605750240186,0.0620333208744756,0.143844861990184,0.14607892935885,"not"
"ENSSSCG00000000220",2854.24462693273,-0.428272674128135,0.121571608639365,-3.52280173735777,0.000427010663599106,0.00544591342351674,-0.428272674128135,"not"
"ENSSSCG00000000223",756.504329596534,0.251678010051242,0.115927508985383,2.1709947212182,0.0299315714107834,0.0862158225699477,0.251678010051242,"not"
"ENSSSCG00000000228",5287.95903710241,-0.0318300790103283,0.173865133873535,-0.18307338740774,0.854740436630227,0.905836288083451,-0.0318300790103283,"not"
"ENSSSCG00000000232",1517.61593946793,-0.0760383241773558,0.116321995891669,-0.653688269312114,0.513312662411926,0.645170425195319,-0.0760383241773558,"not"
"ENSSSCG00000000233",2451.08890555692,-0.121875612245551,0.088105122925156,-1.38329768121523,0.166573608732135,0.290718223862533,-0.121875612245551,"not"
"ENSSSCG00000000234",3327.20521633754,0.205316030550328,0.117140179860317,1.75273788033411,0.0796470103455137,0.170722329189502,0.205316030550328,"not"
"ENSSSCG00000000252",254.605003382566,-1.38505839099672,0.743213565616822,-1.86360752154357,0.0623768406252808,0.14439100144164,-1.38505839099672,"not"
"ENSSSCG00000000257",51.978883477606,-0.0422308937383325,0.172912108317576,-0.244233293719198,0.807050143003669,0.874715257127313,-0.0422308937383325,"not"
"ENSSSCG00000000258",279.074933844173,-0.190823599043884,0.11817704167647,-1.61472648440716,0.10636993953125,0.210469414493207,-0.190823599043884,"not"
"ENSSSCG00000000259",444.546012002543,0.212548296291087,0.0886142430117278,2.39857938258251,0.0164588085401602,0.0569965733257783,0.212548296291087,"not"
"ENSSSCG00000000261",1541.75081752417,-0.698548900718056,0.283268237283458,-2.46603328144779,0.0136618639662388,0.0500321719868377,-0.698548900718056,"not"
"ENSSSCG00000000262",8325.01006089264,-0.126478600040468,0.0692062697048198,-1.82755985230713,0.0676156358189578,0.152364924378759,-0.126478600040468,"not"
"ENSSSCG00000000263",2303.05085633214,-0.240600744017346,0.115651421418161,-2.08039590925048,0.0374892341700403,0.100531050146102,-0.240600744017346,"not"
"ENSSSCG00000000264",758.80098201075,0.0580343869211602,0.0599044686913512,0.968782265980418,0.332653836586728,0.475116073834332,0.0580343869211602,"not"
"ENSSSCG00000000265",69.9956499232735,-0.192890460299113,0.287371755389201,-0.671222751303003,0.50207863708363,0.635068396352376,-0.192890460299113,"not"
"ENSSSCG00000000267",1661.093088681,0.175660513505658,0.0639920813513498,2.74503516366643,0.00605044142920059,0.0293095659088449,0.175660513505658,"not"
"ENSSSCG00000000268",267.380922158281,0.0212754206648928,0.0669804682539548,0.31763618886968,0.750760919926559,0.834560257694292,0.0212754206648928,"not"
"ENSSSCG00000000272",495.012806874616,-0.0708799846056882,0.0988113666665481,-0.717326224672937,0.473172829433936,0.609863823540976,-0.0708799846056882,"not"
"ENSSSCG00000000273",1810.23503563025,0.115944354248447,0.0909838046262706,1.27434057879537,0.202542741266344,0.334699324428594,0.115944354248447,"not"
"ENSSSCG00000000274",10773.7867948669,0.0811808255693675,0.0563984748487895,1.43941526410106,0.150032902167739,0.269604914383494,0.0811808255693675,"not"
"ENSSSCG00000000275",2451.87447948588,-0.167964688364658,0.087221272315792,-1.92573077536094,0.0541379990534405,0.130067393952291,-0.167964688364658,"not"
"ENSSSCG00000000276",719.148455232083,0.0501563955121153,0.0512836911209373,0.978018438529248,0.328065204719932,0.470296440433244,0.0501563955121153,"not"
"ENSSSCG00000000278",1713.07577493871,-0.190576228636775,0.0784175100197836,-2.43027645979444,0.0150873097022378,0.0537539749049716,-0.190576228636775,"not"
"ENSSSCG00000000288",9255.70906279483,0.205172835998407,0.0533702648779554,3.84432860634262,0.000120882935665587,0.00239437755533171,0.205172835998407,"not"
"ENSSSCG00000000290",3552.92658806949,0.363806850474937,0.0858389237826421,4.23825036991557,2.25268472211391e-05,0.000727204701842969,0.363806850474937,"not"
"ENSSSCG00000000291",50.4999654577395,0.33851009890364,0.143702692891399,2.3556280824846,0.0184914210295752,0.0617818323612047,0.33851009890364,"not"
"ENSSSCG00000000292",3887.93225947411,-0.315932135325632,0.102415739035759,-3.08480062049178,0.00203688647612905,0.014485729886088,-0.315932135325632,"not"
"ENSSSCG00000000293",349.319948201877,-0.316775875943926,0.179880689778503,-1.76103325117326,0.0782327752539465,0.168478744452929,-0.316775875943926,"not"
"ENSSSCG00000000295",1454.61588270998,0.511428893413399,0.147847567106188,3.45916340338611,0.000541856067473142,0.00632868601721262,0.511428893413399,"not"
"ENSSSCG00000000297",11577.8236527647,1.91245235718745,0.353549932055084,5.40928503668751,6.32768513321078e-08,1.16771754396783e-05,1.91245235718745,"not"
"ENSSSCG00000000298",2807.78721506578,0.474811070930737,0.160054072288951,2.96656663676477,0.00301145094814054,0.0187415512071244,0.474811070930737,"not"
"ENSSSCG00000000359",2255.89135995216,0.162925101853083,0.079308428878291,2.0543226509141,0.0399444738533187,0.105146700328572,0.162925101853083,"not"
"ENSSSCG00000000361",4979.16245538499,-0.07242639266895,0.0995271571242421,-0.727704827121088,0.466794294802794,0.604682048477241,-0.07242639266895,"not"
"ENSSSCG00000000362",83.085839565257,-0.900334380613742,0.278964804095385,-3.22741208710291,0.00124915419233449,0.0104436841385172,-0.900334380613742,"not"
"ENSSSCG00000000363",2290.31210161046,-0.100898218933263,0.0687869945445281,-1.46682115712946,0.142424712700026,0.259843312549377,-0.100898218933263,"not"
"ENSSSCG00000000364",1564.11582261658,0.0516269556788265,0.0613554450975661,0.841440488235892,0.400101211320657,0.542026837324041,0.0516269556788265,"not"
"ENSSSCG00000000365",509.078136923132,0.205823341116898,0.0714345444026455,2.88128583779805,0.00396056285378005,0.0221498284800248,0.205823341116898,"not"
"ENSSSCG00000000366",1978.59516234783,0.0952978649901692,0.0355828376014971,2.67819745174454,0.00740195692821922,0.0335626608990815,0.0952978649901692,"not"
"ENSSSCG00000000367",694.919567440571,-0.317708658760665,0.1117393119654,-2.84330244362918,0.00446486795001134,0.0239020158124731,-0.317708658760665,"not"
"ENSSSCG00000000368",74.2100842108508,-0.266865123534154,0.14729400503064,-1.81178537088892,0.07001936639511,0.155918211581283,-0.266865123534154,"not"
"ENSSSCG00000000370",962.862184683073,-0.032003889901171,0.0745844752108631,-0.42909586493289,0.66785346140702,0.771103665815481,-0.032003889901171,"not"
"ENSSSCG00000000376",1023.90034064334,-0.249209228080453,0.0739216877135617,-3.37125998862621,0.000748252063977445,0.00759807349016084,-0.249209228080453,"not"
"ENSSSCG00000000377",4938.55267533461,0.141062606021193,0.0346424723687678,4.07195550362534,4.66200866768958e-05,0.00124831552345732,0.141062606021193,"not"
"ENSSSCG00000000379",540.536646097296,-0.108912249102874,0.110955722828671,-0.981582980366386,0.326305335605048,0.468855705216495,-0.108912249102874,"not"
"ENSSSCG00000000382",9564.44242175161,-0.0829757514046038,0.0426489147506888,-1.9455536416261,0.0517083802580908,0.12561668704749,-0.0829757514046038,"not"
"ENSSSCG00000000383",2499.23579812325,0.142815034697235,0.0675497637610166,2.11421960263989,0.0344965153597492,0.0948521152410996,0.142815034697235,"not"
"ENSSSCG00000000384",1741.01050060292,-0.0236327911025353,0.0389787741130378,-0.606298982979828,0.544316233842256,0.671356830855255,-0.0236327911025353,"not"
"ENSSSCG00000000386",2748.13146237578,-0.0993859881312135,0.0949491092558017,-1.04672902052676,0.295224575107692,0.436873554973972,-0.0993859881312135,"not"
"ENSSSCG00000000393",509.86307484056,0.0575207897361719,0.100354454501339,0.573176248348839,0.566525364579992,0.691037726188283,0.0575207897361719,"not"
"ENSSSCG00000000394",1516.7232298687,0.206223049862971,0.0613195197280079,3.36308977594254,0.00077075294075065,0.00775781692685284,0.206223049862971,"not"
"ENSSSCG00000000396",3588.76017539629,-0.160909637185604,0.0569436927180534,-2.82576751708604,0.00471674837305474,0.0248768937860914,-0.160909637185604,"not"
"ENSSSCG00000000399",42.245792658022,-0.099811179677638,0.250936435953088,-0.39775483101345,0.690810915554887,0.789301405010868,-0.099811179677638,"not"
"ENSSSCG00000000401",646.00283678288,0.226785892650878,0.114246198581794,1.98506292083331,0.0471374714921986,0.117964996509255,0.226785892650878,"not"
"ENSSSCG00000000402",390.365751975049,-0.216065492683567,0.105322935773437,-2.05145717878917,0.0402224456483809,0.10554938141685,-0.216065492683567,"not"
"ENSSSCG00000000403",1515.02669044793,0.0229212645546592,0.0968648117985755,0.236631488040492,0.812942689931682,0.878252916032652,0.0229212645546592,"not"
"ENSSSCG00000000405",32832.3976108084,0.0811784094075875,0.0565454567976772,1.43563097735771,0.151107375210446,0.271080764485533,0.0811784094075875,"not"
"ENSSSCG00000000406",5856.73113986134,0.125570875254466,0.0592739129782801,2.11848465783724,0.0341340428934419,0.0941620674316337,0.125570875254466,"not"
"ENSSSCG00000000411",1500.84949111103,0.14543426780708,0.11092111699483,1.31115040803148,0.189806953195004,0.31924339627431,0.14543426780708,"not"
"ENSSSCG00000000431",558.313975457966,-0.13958902130524,0.117704426538588,-1.18592839207689,0.235650579636954,0.373557741299801,-0.13958902130524,"not"
"ENSSSCG00000000433",3789.26883665662,-0.0310249176584831,0.0777691423577941,-0.398936091075123,0.689940295171513,0.788537980604312,-0.0310249176584831,"not"
"ENSSSCG00000000435",2064.60650583484,-0.623150688608062,0.180933984285439,-3.44407763455309,0.000573011142267645,0.00650926711426439,-0.623150688608062,"not"
"ENSSSCG00000000436",3174.70119056632,-0.318491081505972,0.150482658752173,-2.11646367858564,0.0343053911827468,0.0944885315254917,-0.318491081505972,"not"
"ENSSSCG00000000437",151.438838801682,0.0821173868116925,0.0754076426881236,1.08897962970835,0.276162868710457,0.417370575074235,0.0821173868116925,"not"
"ENSSSCG00000000439",78295.7121877643,-0.63794936977399,0.195707746196153,-3.25970423845457,0.00111528448861279,0.00978328285145087,-0.63794936977399,"not"
"ENSSSCG00000000443",67.2646120691116,-0.744872357087247,0.299865988153831,-2.48401748285346,0.0129909429952755,0.0485539657657013,-0.744872357087247,"not"
