"","logFC","AveExpr","t","P.Value","adj.P.Val","B","sig"
"ENSSSCG00000000078",0.209379660671778,2.21416496503088,2.68356824412061,0.00967357333402275,0.0324192768251211,-3.02212379150339,"not"
"ENSSSCG00000000079",0.244287795664338,-0.0158316135815079,0.890055700133687,0.377422309662661,0.518264503272983,-5.46497756797262,"not"
"ENSSSCG00000000080",-0.751879467464349,-0.600551078023095,-3.37196576100032,0.001392967329492,0.0075182541719691,-1.08727061653993,"not"
"ENSSSCG00000000087",0.106917665056626,3.98104342421686,1.83154970514087,0.0725903790723174,0.151510979880765,-4.95356158905269,"not"
"ENSSSCG00000000091",-0.583870165775602,0.021125727819565,-3.58267360040109,0.000734689880929246,0.00460326396599362,-0.517859672969159,"not"
"ENSSSCG00000000093",-0.107500085907894,2.02531322447128,-0.865230879228432,0.390776654780538,0.530985124229047,-5.95365350412173,"not"
"ENSSSCG00000000094",0.120724945512274,6.77425018132986,0.899742689482309,0.37229063474357,0.51349894339526,-6.09729914932855,"not"
"ENSSSCG00000000095",0.166792685849947,4.29873758344441,3.51721975952298,0.000898110408616673,0.00537494563223106,-1.04000291077362,"not"
"ENSSSCG00000000097",-0.109048810412104,4.43363382563379,-1.64367468985653,0.106110066650668,0.20205886263408,-5.27992261644574,"not"
"ENSSSCG00000000104",0.218194293827817,6.21882158760183,2.75230447321758,0.00806338427957017,0.0283283668684979,-3.00768294765576,"not"
"ENSSSCG00000000105",0.668428475100774,4.19252784436878,3.54068353239897,0.000835900231382965,0.00508728185202282,-0.966052526536786,"not"
"ENSSSCG00000000107",0.00459466492067692,2.2879803468491,0.0462336362067124,0.963296239620997,0.976500207790759,-6.3694399958572,"not"
"ENSSSCG00000000108",0.334140706250843,3.81678307053108,3.51877527445925,0.000893853275534743,0.00536067631851451,-1.01594015778459,"not"
"ENSSSCG00000000110",-0.011177591261669,2.46027172793365,-0.158789533536049,0.874432793910915,0.919983509425803,-6.3889234967372,"not"
"ENSSSCG00000000114",0.245439612921198,3.21021146092537,2.93040056936531,0.00496926220902247,0.0196179362544661,-2.54854275551348,"not"
"ENSSSCG00000000116",-0.0412511027084171,5.31234187322755,-0.361539652708405,0.719120505420657,0.80799780926575,-6.52465725905238,"not"
"ENSSSCG00000000118",0.215172007059943,1.97112474450781,2.35876506214427,0.0220206110139368,0.0610015411168906,-3.70318333383443,"not"
"ENSSSCG00000000119",-0.00929664557332931,7.46310219339709,-0.151386666921028,0.880240300134802,0.924115424752734,-6.43718214185153,"not"
"ENSSSCG00000000120",0.143620885906994,1.84835149211351,1.83970326296437,0.0713645378087795,0.149481279968025,-4.66998489105252,"not"
"ENSSSCG00000000130",0.121498874812102,1.82845658842435,0.985081592481768,0.329019623022436,0.469152330748196,-5.80566277960255,"not"
"ENSSSCG00000000132",0.338594138568436,-1.1953485169118,1.42769527694171,0.159192903281089,0.273458243496229,-4.66444330997405,"not"
"ENSSSCG00000000133",0.0967373506670959,8.8815131747368,1.23458280941942,0.222382755225585,0.351041930838684,-5.60653596460287,"not"
"ENSSSCG00000000136",0.212074535821137,4.42161276820151,1.41194641456478,0.163757817292641,0.279490199253251,-5.61719881088737,"not"
"ENSSSCG00000000137",-0.102925380237754,2.52896899988358,-0.817486044488389,0.417277740298423,0.557047375853204,-6.08395231027205,"not"
"ENSSSCG00000000139",0.0474424120363737,2.30082147499062,0.517435190443492,0.606986028774822,0.719204687920051,-6.24047125609593,"not"
"ENSSSCG00000000141",0.0102782574782644,6.30481174880993,0.188995484669321,0.850811742312383,0.90383646995544,-6.51324669574816,"not"
"ENSSSCG00000000142",0.199865635682786,2.37824211598491,1.66899707036684,0.100962336855719,0.194329838788227,-5.04168313012202,"not"
"ENSSSCG00000000144",0.119422479731163,6.84324497781328,1.44757512339794,0.153572684333869,0.266039059951447,-5.46948538477242,"not"
"ENSSSCG00000000145",0.421374876593512,7.12148391856465,6.20700729101526,8.19917086204004e-08,5.26506757209244e-06,7.85139966760049,"not"
"ENSSSCG00000000146",-0.204726136689974,3.34669643575002,-0.915391428874379,0.364095162836906,0.504520918272109,-6.11276338650754,"not"
"ENSSSCG00000000148",-0.334444096321862,-0.579658528071326,-2.27993769508343,0.0266249887745149,0.0704930314215033,-3.45187094148931,"not"
"ENSSSCG00000000152",0.0246495063903144,2.86838927693141,0.336887993018722,0.737519789418574,0.822145017182327,-6.40980694870918,"not"
"ENSSSCG00000000156",0.137360623404271,3.63829059636842,2.04442355475942,0.0458478462586836,0.10676473521127,-4.54725541582019,"not"
"ENSSSCG00000000157",-0.285029667318907,0.615847391759476,-1.84462350180914,0.0706332813981153,0.148258087504432,-4.41806946541054,"not"
"ENSSSCG00000000158",0.461218277750657,5.02451491038696,4.25614836448616,8.42978985957506e-05,0.000896829285404355,1.18262164159207,"not"
"ENSSSCG00000000160",0.000547785637872098,1.4892818985839,0.00643384869904538,0.994890506040409,0.997011161808461,-6.20528181170003,"not"
"ENSSSCG00000000161",0.0516919211304832,3.67240292666311,0.486102858685284,0.62888009296319,0.735570860114192,-6.44036794262082,"not"
"ENSSSCG00000000162",-0.279352268560885,-1.34509364338604,-0.862147512259557,0.392455705430748,0.532489619305616,-5.17902393578608,"not"
"ENSSSCG00000000164",-0.250889399478584,2.53364791246247,-1.25787729356802,0.213900567441983,0.34118345690128,-5.64091676895617,"not"
"ENSSSCG00000000167",-0.234885672778124,2.10695673671475,-3.24769945844339,0.00201204139382963,0.00994238472536534,-1.59751702088039,"not"
"ENSSSCG00000000171",0.439513372819354,2.31919252144041,2.59846036025373,0.0120738252270795,0.0385495598567244,-3.23068630000034,"not"
"ENSSSCG00000000175",0.397184783563112,3.52682252664482,3.95164085140552,0.000229107906421328,0.00187677441202885,0.274719317817117,"not"
"ENSSSCG00000000176",0.285244673617882,4.56619309619552,3.59947010383771,0.000697574883107602,0.00442548229456794,-0.808751255717436,"not"
"ENSSSCG00000000185",-0.00470996077370911,4.32837322376493,-0.0869455151470782,0.931039534264979,0.956693812275715,-6.59034716804011,"not"
"ENSSSCG00000000189",0.138203279942715,3.42015471708625,1.43751641831583,0.156396684635091,0.269547781688444,-5.52345110913077,"not"
"ENSSSCG00000000190",-0.0370371457620895,7.08936855516202,-0.400801145794895,0.690163271907392,0.784975748348791,-6.39519727821252,"not"
"ENSSSCG00000000194",1.13456619652585,4.8292441518849,5.06692873856348,5.15146351504775e-06,0.000106961933299824,3.85142759109718,"not"
"ENSSSCG00000000195",-0.115315612017664,0.383252416896993,-0.591765814612903,0.556500736850331,0.678941214077642,-5.76545140962103,"not"
"ENSSSCG00000000198",0.286280037913115,6.20624184652779,3.11807760448735,0.00292914449072088,0.0131466955594441,-2.08916184142698,"not"
"ENSSSCG00000000199",0.0447810568079107,1.75721728439369,0.753429597002736,0.454495899703718,0.590037872159738,-5.98672011151017,"not"
"ENSSSCG00000000202",0.412816973693666,3.28465775920325,4.31037714761221,7.03204369198959e-05,0.000781179942289882,1.40367649660003,"not"
"ENSSSCG00000000204",0.415401511861313,-0.0336489069755948,2.81993456242577,0.00672333816824821,0.0246809881892971,-2.38887075527029,"not"
"ENSSSCG00000000207",-0.117826724906402,0.954825704877664,-1.11225073857661,0.271005028779823,0.40832210127705,-5.48886193983745,"not"
"ENSSSCG00000000209",0.419004151447164,1.16110226446569,3.81202396294409,0.000358336181225614,0.00264710296838046,0.078469529377168,"not"
"ENSSSCG00000000214",0.761654540970074,7.64950247108474,5.17431594490042,3.51680066196499e-06,8.13623267383254e-05,4.27958186424117,"not"
"ENSSSCG00000000215",0.183202949089121,3.7393205460358,2.42322736053743,0.0187992476829556,0.0541754151704089,-3.78302428065614,"not"
"ENSSSCG00000000217",-0.428079722537148,0.820598881013804,-3.73609799846778,0.000455563350341275,0.00319330987427718,-0.116100642237678,"not"
"ENSSSCG00000000220",0.648578886078089,-0.98860693641929,3.54851028887683,0.000816078818619562,0.0050130011984638,-0.710814613457903,"not"
"ENSSSCG00000000223",-0.341152290174127,2.52876937554491,-3.52627785834637,0.000873588818539851,0.00526312274931744,-0.884619924860161,"not"
"ENSSSCG00000000228",0.310151806621161,1.37042772787948,1.97899222819999,0.0529755157148488,0.11916775271194,-4.33461527175488,"not"
"ENSSSCG00000000231",0.154995711151051,-1.05552436645308,0.826508913885509,0.412187653153466,0.552499606805425,-5.26035540533896,"not"
"ENSSSCG00000000232",-0.0780027579709589,3.32394804926554,-0.585362173301695,0.560766097841687,0.681870026970993,-6.35498930386981,"not"
"ENSSSCG00000000233",0.496222936961495,3.28799598098589,4.00198535183215,0.000194634546319449,0.00166590329818811,0.445478155909659,"not"
"ENSSSCG00000000234",0.0926759451291818,0.589458255813172,0.554504612718154,0.581545068147357,0.698618295043968,-5.83878363654863,"not"
"ENSSSCG00000000252",0.193110224527754,7.41117678569865,1.80692000011569,0.07640139872769,0.157739650698135,-4.87848579536491,"not"
"ENSSSCG00000000253",0.0952639115853715,6.12731449316516,0.704020331998282,0.48447427161605,0.616960510183684,-6.29722069719632,"not"
"ENSSSCG00000000257",-0.330413148437692,2.41110306359025,-2.12703157826527,0.0380470866204556,0.0928962701560684,-4.24345179482869,"not"
"ENSSSCG00000000258",0.074376093233185,1.22340864538221,0.539128535324396,0.592035515939239,0.707114379698492,-6.00315552731257,"not"
"ENSSSCG00000000259",0.417428948144529,3.59228944081486,2.21498404929656,0.0310418316634036,0.0795009089527324,-4.20723787545178,"not"
"ENSSSCG00000000260",-0.44415458939348,2.14348423243185,-1.90281588284944,0.0624537594964025,0.134843577170845,-4.61375064126712,"not"
"ENSSSCG00000000261",-0.620283446519173,0.355700095166659,-3.07970717489393,0.00326827959853877,0.0142377739942236,-1.81208257410024,"not"
"ENSSSCG00000000262",0.611145875246722,5.02148218559377,6.01191212266158,1.68328800098901e-07,8.48996292912617e-06,7.13444098191396,"not"
"ENSSSCG00000000263",0.222423727721869,5.22748457888301,2.29226752339256,0.0258525833549051,0.0688495665150658,-4.088472283739,"not"
"ENSSSCG00000000264",0.107137259351065,3.89223203065984,1.84852495302841,0.0700579402924358,0.147440883454776,-4.91945122492374,"not"
"ENSSSCG00000000267",-0.167899376350573,4.86334696796452,-1.46904613877141,0.147678150975119,0.258928500191325,-5.54329592333288,"not"
"ENSSSCG00000000268",0.469339352609834,2.32242320686406,5.892170390382,2.61324138875935e-07,1.21403123871692e-05,6.75415583388924,"not"
"ENSSSCG00000000272",0.202360826139204,3.12016300331743,1.62242244591535,0.110593786796097,0.208530858609334,-5.22041905947166,"not"
"ENSSSCG00000000273",-0.151187845739141,5.75824042645604,-1.52265880456595,0.133735414445707,0.239580065889284,-5.43439411505861,"not"
"ENSSSCG00000000274",-0.13291585019831,8.40274204842221,-1.50169868093786,0.139056467117583,0.247069689989993,-5.28979567500907,"not"
"ENSSSCG00000000276",0.254765929394965,3.66245221254275,3.0663771300556,0.00339446582757528,0.0146171894518158,-2.23871325758468,"not"
"ENSSSCG00000000278",0.393785352213922,3.73101232780609,5.19629233838321,3.25164701952402e-06,7.63006797950342e-05,4.3049477997025,"not"
"ENSSSCG00000000288",-0.0633385098901346,6.31480051150332,-0.833051455865918,0.40852058141268,0.54878615155363,-6.18654288951949,"not"
"ENSSSCG00000000289",-0.404976457646099,-1.15444770716982,-1.52393088528446,0.133417761929409,0.239168740180935,-4.55723705768473,"not"
"ENSSSCG00000000290",0.355724268972955,5.91925683161679,4.97242540041901,7.19438898561425e-06,0.000136859734980673,3.54739377304038,"not"
"ENSSSCG00000000291",-0.099883496240214,-1.1873380501554,-0.376775056254222,0.707831563677743,0.799350377911353,-5.46484331934483,"not"
"ENSSSCG00000000292",-0.0700085390749821,2.99322521853519,-0.544962314366673,0.58804486397263,0.704049348734489,-6.33668081943123,"not"
"ENSSSCG00000000293",0.638398565075459,4.47741816619606,4.62752547259074,2.39333517373398e-05,0.000340236114762788,2.38082025794624,"not"
"ENSSSCG00000000295",-0.245663534069107,4.59218818192413,-2.76364789684206,0.00782269214020518,0.027697127308677,-3.03427459999068,"not"
"ENSSSCG00000000298",-0.0794033312712416,3.78659121870623,-0.544236841643879,0.588540433745419,0.70445784580368,-6.41921264496394,"not"
"ENSSSCG00000000333",-0.581650304492873,-5.23441019809741,-0.728735063738594,0.469342873448776,0.604306493161159,-4.77097128283957,"not"
"ENSSSCG00000000359",-0.254578680751997,4.6701061958619,-1.58707973966859,0.118389856515495,0.21890401951124,-5.37024944738655,"not"
"ENSSSCG00000000361",-0.147019224348936,7.46946156406414,-2.31152344232397,0.0246861085696981,0.0664828013935159,-3.92092739259914,"not"
"ENSSSCG00000000363",-0.0619563271756319,-0.267544674841881,-0.33697743081473,0.737452747639721,0.822145017182327,-5.70536235095517,"not"
"ENSSSCG00000000364",-0.136441073127728,3.08894421165978,-1.54921407082781,0.127227988928192,0.230915379325896,-5.32835040850705,"not"
"ENSSSCG00000000365",0.0581949430178199,3.70879735102886,0.900962763565425,0.371647468537722,0.512693256813488,-6.1586055395295,"not"
"ENSSSCG00000000366",-0.0987972091211598,3.73506235758491,-2.02811109741908,0.047542379911724,0.109740117334374,-4.58572163452209,"not"
"ENSSSCG00000000367",0.132187151402904,1.07932846837896,1.02723374435017,0.308934038540679,0.449222101330996,-5.6020212747069,"not"
"ENSSSCG00000000368",0.130338784401496,5.71562878358642,0.556831777386331,0.579965159508552,0.697594981779978,-6.41531143659976,"not"
"ENSSSCG00000000370",-0.189592543031276,0.670554953726238,-1.52335080887776,0.133562538836291,0.239343487781233,-4.92025870549264,"not"
"ENSSSCG00000000376",-0.0657451668536094,5.12498008325255,-0.533950336773318,0.59558838530069,0.70989848252543,-6.45410860646089,"not"
"ENSSSCG00000000377",0.264608931370754,5.61000764876757,4.14615887806279,0.000121407837106922,0.00116657866253688,0.850865179644267,"not"
"ENSSSCG00000000379",0.049833387597317,3.74704379691148,0.667505592441465,0.507319380819221,0.63670426785584,-6.34218015087594,"not"
"ENSSSCG00000000382",0.340726944114595,4.58463792506478,5.28189321164865,2.39405590179582e-06,6.04901187931674e-05,4.57999959919189,"not"
"ENSSSCG00000000383",0.0521390191770682,2.91393958177217,0.811794188764367,0.420508207822278,0.559923559254971,-6.14691459018752,"not"
"ENSSSCG00000000384",0.0849897460283619,3.92118414207461,1.22191146459187,0.227099504069127,0.356917128888012,-5.83962203317971,"not"
"ENSSSCG00000000385",-0.148872122067993,6.36845868321004,-1.63827575920106,0.107234832502182,0.203699759748733,-5.22137044712891,"not"
"ENSSSCG00000000386",0.59107079770106,1.95921818035209,5.24306899682747,2.75113911297932e-06,6.71910858687565e-05,4.53973836427447,"not"
"ENSSSCG00000000393",0.407260665874219,2.00992298681455,4.12688316637772,0.000129369516096653,0.00121905533994011,0.940335195083254,"not"
"ENSSSCG00000000394",-0.0516329643145165,5.23227205374055,-0.711751160993452,0.479712109300796,0.613100020081134,-6.34093451757138,"not"
"ENSSSCG00000000396",0.135982193909997,7.91121701612485,0.918739606941475,0.362356846834591,0.502588297516653,-6.00164640046916,"not"
"ENSSSCG00000000398",-0.144321280492589,9.31797785397222,-1.21533184593004,0.229577426416218,0.359694982306961,-5.59941220171398,"not"
"ENSSSCG00000000399",-0.0761033118389079,1.26483704454125,-0.482950133022923,0.63110226577666,0.737228700566506,-6.04069543810547,"not"
"ENSSSCG00000000400",0.152632463253853,0.0312614240604485,0.870026013171976,0.388174390119595,0.528212494473263,-5.4859445773012,"not"
"ENSSSCG00000000401",0.214385574285057,6.49959336940284,1.87847670383156,0.0657713995665959,0.140146360789814,-4.81492338757255,"not"
"ENSSSCG00000000402",-0.17408399064614,3.68184126689467,-2.17086993322728,0.0343990228921786,0.0860879642434575,-4.30559292684054,"not"
"ENSSSCG00000000403",0.704711520105793,3.19409125375919,4.5034992653369,3.6604523795241e-05,0.000471489189080776,2.03043403451194,"not"
"ENSSSCG00000000405",0.171007617057161,8.04720532109454,1.68121414937825,0.0985529104170847,0.191020118435673,-5.04289148243625,"not"
"ENSSSCG00000000406",0.156146697328046,5.52124225054795,2.37478069596751,0.021177192805835,0.0593982144051371,-3.90341577663594,"not"
"ENSSSCG00000000411",0.421258262173445,2.15026996396349,2.59564369002289,0.0121618329501726,0.0387553543829756,-3.21234074351373,"not"
"ENSSSCG00000000415",1.19107868916234,-0.627444123471631,4.20749403184291,9.91086120164083e-05,0.00099821405400459,1.05102837700777,"not"
"ENSSSCG00000000419",0.121649584836764,4.83027425030099,0.457287031059715,0.649316936742202,0.75196693545125,-6.49565292742217,"not"
"ENSSSCG00000000431",0.500139241066671,2.53233883616968,3.77504812564411,0.000402891943153436,0.00290726630684186,-0.165104996571025,"not"
"ENSSSCG00000000433",-0.0311739501151326,1.61246063800496,-0.16833373058748,0.866955722748855,0.915058140977062,-6.21898331436228,"not"
"ENSSSCG00000000435",-0.336876087297629,0.983034324428435,-2.03660324700188,0.0466535786059274,0.108131415263873,-4.15889982747358,"not"
"ENSSSCG00000000436",0.23459444038542,3.49378322054622,2.55740148529904,0.0134159396031003,0.0417906836098467,-3.46602155082485,"not"
"ENSSSCG00000000437",-0.165099537152353,1.47164545699176,-1.27892724883422,0.206444221689317,0.331904217674422,-5.41474891850084,"not"
"ENSSSCG00000000442",1.90931616275565,2.67543787830481,5.36255730785936,1.79196676302017e-06,4.85918859502544e-05,4.93299832054133,"not"
"ENSSSCG00000000443",1.47816661914612,-0.569492680087512,4.18307860328354,0.000107463253753613,0.00106204675106049,0.984493595409255,"not"
"ENSSSCG00000000444",-0.0695858989195314,6.25467633116888,-1.19361769073748,0.237895330827401,0.369865847999517,-5.83346284357152,"not"
"ENSSSCG00000000449",-0.0260908251567787,2.4925083057543,-0.271494911850006,0.787055650291253,0.858368664328412,-6.37045522922349,"not"
"ENSSSCG00000000453",-0.0205205925731533,2.22766383862175,-0.159898771068052,0.873563194202021,0.919608108626564,-6.34676129731307,"not"
"ENSSSCG00000000455",0.159400221902605,-0.907669352919635,0.641458116812826,0.523964730175322,0.65110175040465,-5.41559063029159,"not"
"ENSSSCG00000000456",-0.15531442464646,1.28925007079514,-0.883882706845291,0.380715723230898,0.520998849245532,-5.78209988781972,"not"
"ENSSSCG00000000457",-0.0995827860033894,3.6717234121149,-1.16274569022564,0.250094737823657,0.384368392350211,-5.89189511667237,"not"
"ENSSSCG00000000458",0.213300250843376,4.42344802661102,1.7594686101772,0.0842171220271843,0.169541855691368,-5.09178916641589,"not"
"ENSSSCG00000000462",0.206587174604359,1.96935874733609,1.48764944067638,0.142715966366297,0.252210092797146,-5.23959762707437,"not"
"ENSSSCG00000000466",0.0992239844198518,5.23245038361315,1.47631859365057,0.1457224103812,0.256284543788659,-5.52487825844233,"not"
"ENSSSCG00000000469",-0.38011786430671,2.83076322552823,-5.03960138172124,5.67493039025375e-06,0.000115107821648602,3.81650158636988,"not"
"ENSSSCG00000000473",-0.129494231092746,5.6380876667448,-1.23855477525805,0.220919189739889,0.349372923322428,-5.81892524687252,"not"
"ENSSSCG00000000475",0.0315841334229981,2.96075170208927,0.252009854531682,0.801999384295769,0.868788668109735,-6.44772127752513,"not"
"ENSSSCG00000000477",-0.119875059715364,3.06209118912124,-1.55956652740348,0.124760748794821,0.227472368024242,-5.30974062340258,"not"
"ENSSSCG00000000483",-0.331072002033234,0.149758857803869,-2.73063366386734,0.0085422563127368,0.0295145044884166,-2.60819121026108,"not"
"ENSSSCG00000000486",0.143274648454283,2.52807318892774,2.12356491572002,0.0383495065613788,0.0933665441786554,-4.26747862195041,"not"
"ENSSSCG00000000487",0.527922356026193,2.59004470451147,2.81950546504627,0.00673114999873437,0.0247027762986728,-2.74710308101322,"not"
"ENSSSCG00000000488",0.0264499910508953,3.84538625423788,0.400908173592245,0.69008494420572,0.784954480733094,-6.49050146632648,"not"
"ENSSSCG00000000492",-0.632384981285763,2.46037132797668,-3.60430306314888,0.000687231827388062,0.00437039602692582,-0.653413998766254,"not"
"ENSSSCG00000000493",-0.0300255735625808,1.28357090183265,-0.237620717638173,0.813083236709209,0.876742683991664,-6.13097021862523,"not"
"ENSSSCG00000000496",-0.102242415126055,5.88768057586746,-1.49776510624405,0.140073503984528,0.24850776367282,-5.46272036769505,"not"
"ENSSSCG00000000500",0.00136513363828824,1.68680173845208,0.0130268526891483,0.989654842951948,0.993503878030919,-6.24901837904429,"not"
"ENSSSCG00000000502",-0.0837956833096046,3.88813870621888,-1.48892978636617,0.142379349201493,0.251814437525729,-5.48868708724729,"not"
"ENSSSCG00000000504",-0.257666445687867,4.14698108178195,-1.17734655765819,0.244270130893117,0.376972098836693,-5.90312931001161,"not"
"ENSSSCG00000000509",0.345924087966257,2.00720300956997,3.37157263911352,0.00139460471017081,0.00752400672323303,-1.24867003276109,"not"
"ENSSSCG00000000510",-0.297789474817192,6.24846639206132,-2.43712979535933,0.0181626871078559,0.052885116807745,-3.72855401011537,"not"
"ENSSSCG00000000512",-0.306030700941492,4.53297145820106,-3.82452616311803,0.000344372444161032,0.00257136633859094,-0.148297240814355,"not"
"ENSSSCG00000000515",-0.418274748283107,2.61109220608217,-1.87051041375209,0.0668892233252475,0.142066753122549,-4.74512650013908,"not"
"ENSSSCG00000000519",-0.391923817921805,2.14380519951488,-3.87472787757708,0.000293391978996595,0.00228128293650985,0.166389909077649,"not"
"ENSSSCG00000000522",-0.376786652917398,6.15733222084347,-3.83708236241783,0.000330875769774665,0.00249893782748921,-0.069465005951435,"not"
"ENSSSCG00000000523",0.0651276362456498,1.25845598886027,0.376761417569438,0.707841640482577,0.799350377911353,-6.08290475923358,"not"
"ENSSSCG00000000528",0.210405317010881,3.8094722043996,1.06576185040142,0.29131909104016,0.430235377893745,-6.00598409339888,"not"
"ENSSSCG00000000530",0.0143373205104693,2.64399816847134,0.0878498763958645,0.930324111940417,0.956141311463914,-6.42815665478942,"not"
"ENSSSCG00000000531",-0.630321184214507,-0.608617679697253,-1.93856298326164,0.0578397567972341,0.12736727945106,-4.03927113485265,"not"
"ENSSSCG00000000534",-0.330776765672732,4.40684563921427,-4.05598530776976,0.000163236439227724,0.00145387465498127,0.556910185398791,"not"
"ENSSSCG00000000536",-0.167923458396536,5.08335418812733,-2.42892732653361,0.018535871160798,0.0537103693508133,-3.80159335644416,"not"
"ENSSSCG00000000541",-0.390612872799555,1.3757439592855,-2.91953625699299,0.00512073848769988,0.0200228643463432,-2.33235463529281,"not"
"ENSSSCG00000000545",-0.177307736559191,0.901724516132769,-1.68277878604708,0.0982477740580811,0.190700928590472,-4.73715108055329,"not"
"ENSSSCG00000000547",-0.0555688227298831,3.43077591518836,-0.831001238946526,0.409667566377425,0.549843377221903,-6.19435099810585,"not"
"ENSSSCG00000000549",-0.166773233702638,4.18990608386569,-1.6911611478178,0.0966262278015462,0.188358901640686,-5.19696680147909,"not"
